ticker_,LH상승률,rsi,매수/매도,curprice_,ma0,ma1,ma2,ma3,ma4,ma5,ma6,ma7,ma8,gentime,type_,count_,high_slider_,row_slider_,rsi.1,MA120,MA60,MA30,MA20,MA15,MA10,MA5,MA3
KRW-BTC,33.31,7.997987927565393,사는구간,12,ma_120,[cp],ma_003,ma_005,ma_010,ma_015,ma_020,ma_030,ma_060,20230328-18:50:35,minute240,150,80,25,7.997987927565393,33785383.333,36785433.333,36769566.667,36581300.0,36543266.667,36340900.0,35826000.0,35700000.0
