ticker_,LH상승률,rsi,매수/매도,curprice_,ma0,ma1,ma2,ma3,ma4,ma5,ma6,ma7,ma8,gentime,type_,count_,high_slider_,row_slider_,rsi.1,MA120,MA60,MA30,MA20,MA15,MA10,MA5,MA3
바이브컴퍼니,52.744,22.900763358778626,사는구간,12,ma_120,[cp],ma_003,ma_010,ma_005,ma_015,ma_020,ma_030,ma_060,20230329-09:42:21,minute240,150,80,25,22.900763358778626,23396.25,27950.833,27798.333,27070.0,26103.333,25855.0,26020.0,25533.333
