ticker_,LH상승률,rsi,매수/매도,curprice_,ma0,ma1,ma2,ma3,ma4,ma5,ma6,ma7,ma8,gentime,type_,count_,high_slider_,row_slider_,rsi,MA120,MA60,MA30,MA20,MA15,MA10,MA5,MA3
에코프로,666.836,70.61611374407583,,12,ma_120,ma_060,ma_030,ma_020,ma_015,[cp],ma_010,ma_003,ma_005,20230328-19:00:09,minute240,150,80,25,70.61611374407583,177056.333,228955.0,328840.0,375425.0,403133.333,434500.0,447300.0,442833.333
