ticker_,LH상승률,rsi,매수/매도,curprice_,ma0,ma1,ma2,ma3,ma4,ma5,ma6,ma7,ma8,gentime,type_,count_,high_slider_,row_slider_,rsi,MA120,MA60,MA30,MA20,MA15,MA10,MA5,MA3
바이브컴퍼니,64.939,52.63157894736842,,12,ma_120,ma_015,ma_010,ma_005,[cp],ma_020,ma_003,ma_030,ma_060,20230330-20:43:18,minute240,150,80,25,52.63157894736842,23470.417,28165.833,27905.0,27067.5,26306.667,26435.0,26860.0,27200.0
